,Director,Actor,Frequency
1915,Pete Docter,Christopher Plummer,1
1916,Wes Ball,Giancarlo Esposito,1
1917,Todd Haynes,Cate Blanchett,1
1918,Todd Haynes,Rooney Mara,1
1919,Todd Haynes,Sarah Paulson,1
1920,Todd Haynes,Kyle Chandler,1
1921,Daniel Ragussis,Daniel Radcliffe,1
1922,Daniel Ragussis,Toni Collette,1
1923,Daniel Ragussis,Tracy Letts,1
1924,Daniel Ragussis,Sam Trammell,1
1925,Paolo Sorrentino,Michael Caine,1
1926,Paolo Sorrentino,Harvey Keitel,1
1927,Paolo Sorrentino,Rachel Weisz,1
1928,Paolo Sorrentino,Jane Fonda,1
1929,Jaco Van Dormael,Jared Leto,1
1930,Jaco Van Dormael,Sarah Polley,1
1931,Jaco Van Dormael,Diane Kruger,1
1932,Jaco Van Dormael,Linh Dan Pham,1
1933,Pete Travis,Riz Ahmed,1
1934,Pete Travis,Billie Piper,1
1935,Pete Travis,James Floyd,1
1936,Pete Travis,Cush Jumbo,1
1937,Oliver Stone,Aaron Taylor-Johnson,1
1938,Oliver Stone,Taylor Kitsch,1
1939,Oliver Stone,Blake Lively,1
1940,Oliver Stone,Benicio Del Toro,1
1941,Marc Webb,Zooey Deschanel,1
1942,Marc Webb,Joseph Gordon-Levitt,1
1943,Marc Webb,Geoffrey Arend,1
1944,Marc Webb,Chloë Grace Moretz,1
1945,Elizabeth Banks,Emma Stone,1
1946,Elizabeth Banks,Stephen Merchant,1
1947,Elizabeth Banks,Richard Gere,1
1948,Elizabeth Banks,Liev Schreiber,1
1949,Alfonso Cuarón,Sandra Bullock,1
1950,Alfonso Cuarón,George Clooney,1
1951,Alfonso Cuarón,Ed Harris,1
1952,Alfonso Cuarón,Orto Ignatiussen,1
1953,Mark Herman,Asa Butterfield,1
1954,Mark Herman,David Thewlis,1
1955,Mark Herman,Rupert Friend,1
1956,Mark Herman,Zac Mattoon O'Brien,1
1957,Antoine Fuqua,Mark Wahlberg,1
1958,Antoine Fuqua,Michael Peña,1
1959,Antoine Fuqua,Rhona Mitra,1
1960,Antoine Fuqua,Danny Glover,1
1961,M. Night Shyamalan,Mark Wahlberg,1
1962,M. Night Shyamalan,Zooey Deschanel,1
1963,M. Night Shyamalan,John Leguizamo,1
1964,M. Night Shyamalan,Ashlyn Sanchez,1
1965,S. Craig Zahler,Kurt Russell,1
1966,S. Craig Zahler,Patrick Wilson,1
1967,S. Craig Zahler,Matthew Fox,1
1968,S. Craig Zahler,Richard Jenkins,1
1969,Gregory Jacobs,Channing Tatum,1
1970,Gregory Jacobs,Joe Manganiello,1
1971,Gregory Jacobs,Matt Bomer,1
1972,Gregory Jacobs,Adam Rodriguez,1
1973,Will Gluck,Emma Stone,1
1974,Will Gluck,Amanda Bynes,1
1975,Will Gluck,Penn Badgley,1
1976,Will Gluck,Dan Byrd,1
1977,Ridley Scott,Christian Bale,1
1978,Ridley Scott,Joel Edgerton,1
1979,Ridley Scott,Ben Kingsley,1
1980,Ridley Scott,Sigourney Weaver,1
1981,Neill Blomkamp,Dev Patel,1
1982,Neill Blomkamp,Hugh Jackman,1
1983,Neill Blomkamp,Sigourney Weaver,1
1984,Peter Jackson,Ken Stott,1
1985,Biyi Bandele,Chiwetel Ejiofor,1
1986,Biyi Bandele,Thandie Newton,1
1987,Biyi Bandele,Anika Noni Rose,1
1988,Biyi Bandele,Joseph Mawle,1
1989,Sean Ellis,Jamie Dornan,1
1990,Sean Ellis,Cillian Murphy,1
1991,Sean Ellis,Brian Caspe,1
1992,Sean Ellis,Karel Hermánek Jr.,1
1993,Ridley Scott,Penélope Cruz,1
1994,Ridley Scott,Cameron Diaz,1
1995,Ridley Scott,Javier Bardem,1
1996,Andrey Kravchuk,Anton Adasinsky,1
1997,Andrey Kravchuk,Aleksandr Armer,1
1998,Andrey Kravchuk,Vilen Babichev,1
1999,Andrey Kravchuk,Rostislav Bershauer,1
2000,Glenn Ficarra,Tina Fey,1
2001,Glenn Ficarra,Martin Freeman,1
2002,Glenn Ficarra,Alfred Molina,1
2003,David Schwimmer,Clive Owen,1
2004,David Schwimmer,Catherine Keener,1
2005,David Schwimmer,Liana Liberato,1
2006,David Schwimmer,Jason Clarke,1
2007,George Nolfi,Billy Magnussen,1
2008,George Nolfi,Terry Chen,1
2009,George Nolfi,Teresa Navarro,1
2010,George Nolfi,Vanessa Ross,1
2011,Neill Blomkamp,Matt Damon,1
2012,Neill Blomkamp,Jodie Foster,1
2013,Neill Blomkamp,Alice Braga,1
2014,Eli Roth,Ariel Levy,1
2015,Eli Roth,Kirby Bliss Blanton,1
2016,Gareth Edwards,Aaron Taylor-Johnson,1
2017,Gareth Edwards,Elizabeth Olsen,1
2018,Gareth Edwards,Bryan Cranston,1
2019,Gareth Edwards,Ken Watanabe,1
2020,Tony Gilroy,Jeremy Renner,1
2021,Tony Gilroy,Rachel Weisz,1
2022,Tony Gilroy,Edward Norton,1
2023,Tony Gilroy,Scott Glenn,1
2024,Ridley Scott,Abbie Cornish,1
2025,Ridley Scott,Albert Finney,1
2026,Ridley Scott,Marion Cotillard,1
2027,Simon Verhoeven,Alycia Debnam-Carey,1
2028,Simon Verhoeven,William Moseley,1
2029,Simon Verhoeven,Connor Paolo,1
2030,Simon Verhoeven,Brit Morgan,1
2031,Tony Scott,Denzel Washington,2
2032,Tony Scott,Paula Patton,1
2033,Tony Scott,Jim Caviezel,1
2034,Tony Scott,Val Kilmer,1
2035,Luc Besson,Scarlett Johansson,1
2036,Luc Besson,Morgan Freeman,1
2037,Luc Besson,Min-sik Choi,1
2038,Luc Besson,Amr Waked,1
2039,Terence Davies,Cynthia Nixon,1
2040,Terence Davies,Jennifer Ehle,1
2041,Terence Davies,Duncan Duff,1
2042,Terence Davies,Keith Carradine,1
2043,Scott Waugh,Aaron Paul,1
2044,Scott Waugh,Dominic Cooper,1
2045,Scott Waugh,Imogen Poots,1
2046,Scott Waugh,Scott Mescudi,1
2047,Christopher McQuarrie,Rosamund Pike,1
2048,Christopher McQuarrie,Richard Jenkins,1
2049,Christopher McQuarrie,Werner Herzog,1
2050,Steven Brill,Adam Sandler,1
2051,Steven Brill,David Spade,1
2052,Steven Brill,Paula Patton,1
2053,Steven Brill,Kathryn Hahn,1
2054,Alexandros Avranas,Jim Carrey,1
2055,Alexandros Avranas,Charlotte Gainsbourg,1
2056,Alexandros Avranas,Marton Csokas,1
2057,Alexandros Avranas,Kati Outinen,1
2058,Ewan McGregor,Ewan McGregor,1
2059,Ewan McGregor,Jennifer Connelly,1
2060,Ewan McGregor,Dakota Fanning,1
2061,Ewan McGregor,Peter Riegert,1
2062,Roman Polanski,Ewan McGregor,1
2063,Roman Polanski,Pierce Brosnan,1
2064,Roman Polanski,Olivia Williams,1
2065,Roman Polanski,Jon Bernthal,1
2066,Neil Burger,Bradley Cooper,1
2067,Neil Burger,Anna Friel,1
2068,Neil Burger,Abbie Cornish,1
2069,Neil Burger,Robert De Niro,1
2070,Nic Mathieu,James Badge Dale,1
2071,Nic Mathieu,Emily Mortimer,1
2072,Nic Mathieu,Bruce Greenwood,1
2073,Nic Mathieu,Max Martini,1
2074,Richard LaGravenese,Hilary Swank,2
2075,Richard LaGravenese,Gerard Butler,1
2076,Richard LaGravenese,Harry Connick Jr.,1
2077,Richard LaGravenese,Lisa Kudrow,1
2078,Mora Stephens,Patrick Wilson,1
2079,Mora Stephens,Lena Headey,1
2080,Mora Stephens,Ray Winstone,1
2081,Mora Stephens,Richard Dreyfuss,1
2082,Jeff Nichols,Michael Shannon,1
2083,Jeff Nichols,Joel Edgerton,2
2084,Jeff Nichols,Kirsten Dunst,1
2085,Jeff Nichols,Adam Driver,1
2086,Mike Birbiglia,Keegan-Michael Key,1
2087,Mike Birbiglia,Gillian Jacobs,1
2088,Mike Birbiglia,Mike Birbiglia,1
2089,Mike Birbiglia,Chris Gethard,1
2090,Tim Burton,Mia Wasikowska,1
2091,Tim Burton,Johnny Depp,3
2092,Tim Burton,Helena Bonham Carter,3
2093,Tim Burton,Anne Hathaway,1
2094,Philippe Falardeau,Elisabeth Moss,1
2095,Philippe Falardeau,Naomi Watts,1
2096,Philippe Falardeau,Ron Perlman,1
2097,Philippe Falardeau,Liev Schreiber,1
2098,Ken Loach,Dave Johns,1
2099,Ken Loach,Hayley Squires,1
2100,Ken Loach,Sharon Percy,1
2101,Ken Loach,Briana Shann,1
2102,Peyton Reed,Jennifer Aniston,1
2103,Peyton Reed,Vince Vaughn,1
2104,Peyton Reed,Jon Favreau,1
2105,Peyton Reed,Joey Lauren Adams,1
2106,Jeff Nichols,Ruth Negga,1
2107,Jeff Nichols,Will Dalton,1
2108,Jeff Nichols,Dean Mumford,1
2109,Josh Trank,Miles Teller,1
2110,Josh Trank,Kate Mara,1
2111,Josh Trank,Michael B. Jordan,1
2112,Josh Trank,Jamie Bell,1
2113,Stephen Fingleton,Mia Goth,1
2114,Stephen Fingleton,Martin McCann,1
2115,Stephen Fingleton,Barry Ward,1
2116,Stephen Fingleton,Andrew Simpson,1
2117,Florian Gallenberger,Emma Watson,1
2118,Florian Gallenberger,Daniel Brühl,1
2119,Florian Gallenberger,Michael Nyqvist,1
2120,Florian Gallenberger,Richenda Carey,1
2121,Rob Cohen,Jennifer Lopez,1
2122,Rob Cohen,Ryan Guzman,1
2123,Rob Cohen,Kristin Chenoweth,1
2124,Rob Cohen,John Corbett,1
2125,Joel Edgerton,Jason Bateman,1
2126,Joel Edgerton,Rebecca Hall,1
2127,Joel Edgerton,Joel Edgerton,1
2128,Joel Edgerton,Allison Tolman,1
2129,Gary Shore,Luke Evans,1
2130,Gary Shore,Dominic Cooper,1
2131,Gary Shore,Sarah Gadon,1
2132,Gary Shore,Art Parkinson,1
2133,Ron Howard,Cillian Murphy,1
2134,Ron Howard,Brendan Gleeson,1
2135,Ron Howard,Ben Whishaw,1
2136,Mike Judge,Luke Wilson,1
2137,Mike Judge,Maya Rudolph,1
2138,Mike Judge,Dax Shepard,1
2139,Mike Judge,Terry Crews,1
2140,Sylvester Stallone,Sylvester Stallone,3
2141,Sylvester Stallone,Jason Statham,1
2142,Sylvester Stallone,Jet Li,1
2143,Sylvester Stallone,Dolph Lundgren,1
2144,Fede Alvarez,Shiloh Fernandez,1
2145,Fede Alvarez,Jessica Lucas,1
2146,Fede Alvarez,Lou Taylor Pucci,1
2147,Scott Derrickson,Ethan Hawke,1
2148,Scott Derrickson,Juliet Rylance,1
2149,Scott Derrickson,James Ransone,1
2150,Scott Derrickson,Fred Dalton Thompson,1
2151,Rich Moore,John C. Reilly,1
2152,Rich Moore,Jack McBrayer,1
2153,Rich Moore,Jane Lynch,1
2154,Rich Moore,Sarah Silverman,1
2155,Rupert Sanders,Kristen Stewart,1
2156,Rupert Sanders,Chris Hemsworth,1
2157,Rupert Sanders,Charlize Theron,1
2158,Rupert Sanders,Sam Claflin,1
2159,Joe Wright,Levi Miller,1
2160,Joe Wright,Hugh Jackman,1
2161,Joe Wright,Garrett Hedlund,1
2162,Joe Wright,Rooney Mara,1
2163,Michael Bay,Rosie Huntington-Whiteley,1
2164,Jason Reitman,Ellen Page,1
2165,Jason Reitman,Michael Cera,1
2166,Jason Reitman,Jennifer Garner,1
2167,Jason Reitman,Jason Bateman,2
2168,Tom Tykwer,Sarita Choudhury,1
2169,Tom Tykwer,Ben Whishaw,2
2170,Tom Tykwer,Alexander Black,1
2171,Jodie Foster,George Clooney,1
2172,Jodie Foster,Julia Roberts,1
2173,Jodie Foster,Jack O'Connell,1
2174,Jodie Foster,Dominic West,1
2175,Nick Cassavetes,Cameron Diaz,1
2176,Nick Cassavetes,Leslie Mann,1
2177,Nick Cassavetes,Kate Upton,1
2178,Nick Cassavetes,Nikolaj Coster-Waldau,1
2179,Kevin Lima,Amy Adams,1
2180,Kevin Lima,Susan Sarandon,1
2181,Kevin Lima,James Marsden,1
2182,Kevin Lima,Patrick Dempsey,1
2183,Nancy Meyers,Robert De Niro,1
2184,Nancy Meyers,Anne Hathaway,1
2185,Nancy Meyers,Rene Russo,1
2186,Nancy Meyers,Anders Holm,1
2187,Jonathan Dayton,Steve Carell,1
2188,Jonathan Dayton,Toni Collette,1
2189,Jonathan Dayton,Greg Kinnear,1
2190,Jonathan Dayton,Abigail Breslin,1
2191,Ben Younger,Miles Teller,1
2192,Ben Younger,Aaron Eckhart,1
2193,Ben Younger,Katey Sagal,1
2194,Ben Younger,Ciarán Hinds,1
2195,Louis Leterrier,Sam Worthington,1
2196,Louis Leterrier,Liam Neeson,1
2197,Louis Leterrier,Ralph Fiennes,1
2198,Louis Leterrier,Jason Flemyng,1
2199,Craig Gillespie,Chris Pine,1
2200,Craig Gillespie,Casey Affleck,1
2201,Craig Gillespie,Ben Foster,1
2202,Craig Gillespie,Eric Bana,1
2203,Joseph Kosinski,Jeff Bridges,1
2204,Joseph Kosinski,Garrett Hedlund,1
2205,Joseph Kosinski,Olivia Wilde,1
2206,Joseph Kosinski,Bruce Boxleitner,1
2207,Francis Lawrence,Philip Seymour Hoffman,1
2208,Andrew Jarecki,Ryan Gosling,1
2209,Andrew Jarecki,Kirsten Dunst,1
2210,Andrew Jarecki,Frank Langella,1
2211,Andrew Jarecki,Lily Rabe,1
2212,John Stockwell,Dave Bautista,1
2213,John Stockwell,Alain Moussi,1
2214,John Stockwell,Gina Carano,1
2215,John Stockwell,Jean-Claude Van Damme,1
2216,M. Night Shyamalan,Noah Ringer,1
2217,M. Night Shyamalan,Nicola Peltz,1
2218,M. Night Shyamalan,Jackson Rathbone,1
2219,M. Night Shyamalan,Dev Patel,1
2220,Jake Kasdan,Jason Segel,1
2221,Jake Kasdan,Cameron Diaz,1
2222,Jake Kasdan,Rob Corddry,1
2223,Jake Kasdan,Ellie Kemper,1
2224,Kirk Jones,Cameron Diaz,1
2225,Kirk Jones,Matthew Morrison,1
2226,Kirk Jones,J. Todd Smith,1
2227,Kirk Jones,Dennis Quaid,1
2228,Bennett Miller,Brad Pitt,1
2229,Bennett Miller,Robin Wright,1
2230,Bennett Miller,Jonah Hill,1
2231,Bennett Miller,Philip Seymour Hoffman,1
2232,Mark Steven Johnson,Nicolas Cage,1
2233,Mark Steven Johnson,Eva Mendes,1
2234,Mark Steven Johnson,Sam Elliott,1
2235,Mark Steven Johnson,Matt Long,1
2236,Angelina Jolie,Jack O'Connell,1
2237,Angelina Jolie,Miyavi,1
2238,Angelina Jolie,Domhnall Gleeson,1
2239,Angelina Jolie,Garrett Hedlund,1
2240,Tarsem Singh,Henry Cavill,1
2241,Tarsem Singh,Mickey Rourke,1
2242,Tarsem Singh,John Hurt,1
2243,Tarsem Singh,Stephen Dorff,1
2244,Danny Boyle,Cillian Murphy,1
2245,Danny Boyle,Rose Byrne,1
2246,Danny Boyle,Chris Evans,1
2247,Danny Boyle,Michelle Yeoh,1
2248,Mark Andrews,Kelly Macdonald,1
2249,Mark Andrews,Billy Connolly,1
2250,Mark Andrews,Emma Thompson,1
2251,Mark Andrews,Julie Walters,1
2252,Niels Arden Oplev,Michael Nyqvist,1
2253,Niels Arden Oplev,Noomi Rapace,1
2254,Niels Arden Oplev,Ewa Fröling,1
2255,Niels Arden Oplev,Lena Endre,1
2256,Anne Fontaine,Naomi Watts,1
2257,Anne Fontaine,Robin Wright,1
2258,Anne Fontaine,Xavier Samuel,1
2259,Anne Fontaine,James Frecheville,1
2260,Michaël R. Roskam,Tom Hardy,1
2261,Michaël R. Roskam,Noomi Rapace,1
2262,Michaël R. Roskam,James Gandolfini,1
2263,Michaël R. Roskam,Matthias Schoenaerts,1
2264,Andy Fickman,Amanda Bynes,1
2265,Andy Fickman,Laura Ramsey,1
2266,Andy Fickman,Channing Tatum,1
2267,Andy Fickman,Vinnie Jones,1
2268,Sean Anders,Will Ferrell,1
2269,Sean Anders,Mark Wahlberg,1
2270,Sean Anders,Linda Cardellini,1
2271,Sean Anders,Thomas Haden Church,1
2272,Matt Reeves,Chloë Grace Moretz,1
2273,Matt Reeves,Richard Jenkins,1
2274,Matt Reeves,Cara Buono,1
2275,Jeff Wadlow,Sean Faris,1
2276,Jeff Wadlow,Djimon Hounsou,1
2277,Jeff Wadlow,Amber Heard,1
2278,Jeff Wadlow,Cam Gigandet,1
2279,Louis Leterrier,Sacha Baron Cohen,1
2280,Louis Leterrier,Mark Strong,1
2281,Louis Leterrier,Rebel Wilson,1
2282,Louis Leterrier,Freddie Crowder,1
2283,Duncan Jones,Sam Rockwell,1
2284,Duncan Jones,Kevin Spacey,1
2285,Duncan Jones,Dominique McElligott,1
2286,Duncan Jones,Rosie Shaw,1
2287,Tom McGrath,Will Ferrell,1
2288,Tom McGrath,Jonah Hill,1
2289,Tom McGrath,Brad Pitt,1
2290,Tom McGrath,Tina Fey,1
2291,Ruben Fleischer,Sean Penn,1
2292,Ruben Fleischer,Ryan Gosling,1
2293,Ruben Fleischer,Giovanni Ribisi,1
2294,Jean-François Richet,Mel Gibson,1
2295,Jean-François Richet,Erin Moriarty,1
2296,Jean-François Richet,Diego Luna,1
2297,Jean-François Richet,Michael Parks,1
2298,Ken Kwapis,Jennifer Aniston,1
2299,Ken Kwapis,Jennifer Connelly,1
2300,Ken Kwapis,Morgan Lily,1
2301,Ken Kwapis,Trenton Rogers,1
2302,Alessandro Carloni,Jack Black,1
2303,Alessandro Carloni,Bryan Cranston,1
2304,Alessandro Carloni,Dustin Hoffman,1
2305,Alessandro Carloni,Angelina Jolie,1
2306,Zackary Adler,Matt Vael,1
2307,Zackary Adler,Simon Cotton,1
2308,Zackary Adler,Kevin Leslie,1
2309,Zackary Adler,Olivia Moyles,1
2310,John Butler,Fionn O'Shea,1
2311,John Butler,Nicholas Galitzine,1
2312,John Butler,Andrew Scott,1
2313,John Butler,Moe Dunford,1
2314,Debra Granik,Jennifer Lawrence,1
2315,Debra Granik,John Hawkes,1
2316,Debra Granik,Garret Dillahunt,1
2317,Debra Granik,Isaiah Stone,1
2318,Seth Gordon,Jason Bateman,1
2319,Seth Gordon,Charlie Day,1
2320,Seth Gordon,Jason Sudeikis,1
2321,Seth Gordon,Steve Wiebe,1
2322,Xavier Dolan,Anne Dorval,1
2323,Xavier Dolan,Antoine-Olivier Pilon,1
2324,Xavier Dolan,Suzanne Clément,1
2325,Xavier Dolan,Patrick Huard,1
2326,Guillermo del Toro,Ron Perlman,1
2327,Guillermo del Toro,Selma Blair,1
2328,Guillermo del Toro,Doug Jones,1
2329,Guillermo del Toro,John Alexander,1
2330,Richard LaGravenese,Alice Englert,1
2331,Richard LaGravenese,Viola Davis,1
2332,Richard LaGravenese,Emma Thompson,1
2333,Richard LaGravenese,Alden Ehrenreich,1
2334,Maren Ade,Sandra Hüller,1
2335,Maren Ade,Peter Simonischek,1
2336,Maren Ade,Michael Wittenborn,1
2337,Maren Ade,Thomas Loibl,1
2338,Peter Jackson,Rachel Weisz,1
2339,Peter Jackson,Mark Wahlberg,1
2340,Peter Jackson,Saoirse Ronan,1
2341,Peter Jackson,Susan Sarandon,1
2342,Andrew Dominik,Brad Pitt,1
2343,Andrew Dominik,Casey Affleck,1
2344,Andrew Dominik,Sam Shepard,1
2345,Andrew Dominik,Mary-Louise Parker,1
2346,Joseph Gordon-Levitt,Joseph Gordon-Levitt,1
2347,Joseph Gordon-Levitt,Scarlett Johansson,1
2348,Joseph Gordon-Levitt,Julianne Moore,1
2349,Joseph Gordon-Levitt,Tony Danza,1
2350,James Watkins,Idris Elba,1
2351,James Watkins,Richard Madden,1
2352,James Watkins,Charlotte Le Bon,1
2353,James Watkins,Kelly Reilly,1
2354,Joey Curtis,Paul Sidhu,1
2355,Joey Curtis,Branden Coles,1
2356,Joey Curtis,Arielle Holmes,1
2357,Joey Curtis,Kelcey Watson,1
2358,Gary Ross,Matthew McConaughey,1
2359,Gary Ross,Gugu Mbatha-Raw,1
2360,Gary Ross,Mahershala Ali,1
2361,Gary Ross,Keri Russell,1
2362,Paco Cabezas,Anna Kendrick,1
2363,Paco Cabezas,Sam Rockwell,1
2364,Paco Cabezas,Tim Roth,1
2365,Paco Cabezas,James Ransone,1
2366,Ben Stiller,Kristen Wiig,1
2367,Ben Stiller,Jon Daly,1
2368,Ben Stiller,Kathryn Hahn,1
2369,Rick Famuyiwa,Shameik Moore,1
2370,Rick Famuyiwa,Tony Revolori,1
2371,Rick Famuyiwa,Kiersey Clemons,1
2372,Rick Famuyiwa,Kimberly Elise,1
2373,Måns Mårlind,Kate Beckinsale,1
2374,Måns Mårlind,Michael Ealy,1
2375,Måns Mårlind,India Eisley,1
2376,Måns Mårlind,Stephen Rea,1
2377,Lars von Trier,Willem Dafoe,2
2378,Lars von Trier,Storm Acheche Sahlstrøm,1
2379,Marcus Nispel,Jared Padalecki,1
2380,Marcus Nispel,Amanda Righetti,1
2381,Marcus Nispel,Derek Mears,1
2382,Marcus Nispel,Danielle Panabaker,1
2383,Olivier Megaton,Liam Neeson,1
2384,Olivier Megaton,Forest Whitaker,1
2385,Olivier Megaton,Maggie Grace,1
2386,Olivier Megaton,Famke Janssen,1
2387,Len Wiseman,Colin Farrell,1
2388,Len Wiseman,Bokeem Woodbine,1
2389,Len Wiseman,Bryan Cranston,1
2390,Len Wiseman,Kate Beckinsale,1
2391,Brett Ratner,Patrick Stewart,1
2392,Brett Ratner,Hugh Jackman,1
2393,Brett Ratner,Halle Berry,1
2394,Brett Ratner,Famke Janssen,1
2395,Will Slocombe,Lyndsy Fonseca,1
2396,Will Slocombe,Michael Doneger,1
2397,Will Slocombe,Tommy Dewey,1
2398,Will Slocombe,Bruce Campbell,1
2399,Courtney Hunt,Keanu Reeves,1
2400,Courtney Hunt,Renée Zellweger,1
2401,Courtney Hunt,Gugu Mbatha-Raw,1
2402,Courtney Hunt,Gabriel Basso,1
2403,Shawn Levy,Ben Stiller,1
2404,Shawn Levy,Robin Williams,1
2405,Shawn Levy,Owen Wilson,2
2406,Shawn Levy,Dick Van Dyke,1
2407,Edward Zwick,Jake Gyllenhaal,1
2408,Edward Zwick,Anne Hathaway,1
2409,Edward Zwick,Judy Greer,1
2410,Edward Zwick,Oliver Platt,1
2411,Evan Goldberg,Randall Park,1
2412,Evan Goldberg,Lizzy Caplan,1
2413,Bong Joon Ho,Kang-ho Song,1
2414,Bong Joon Ho,Hee-Bong Byun,1
2415,Bong Joon Ho,Hae-il Park,1
2416,Bong Joon Ho,Doona Bae,1
2417,Michael Goi,Amber Perkins,1
2418,Michael Goi,Rachel Quinn,1
2419,Michael Goi,Dean Waite,1
2420,Michael Goi,Jael Elizabeth Steinmeyer,1
2421,Andrew Stanton,Ben Burtt,1
2422,Andrew Stanton,Elissa Knight,1
2423,Andrew Stanton,Jeff Garlin,1
2424,Andrew Stanton,Fred Willard,1
2425,Judd Apatow,Seth Rogen,1
2426,Judd Apatow,Katherine Heigl,1
2427,Judd Apatow,Paul Rudd,2
2428,Judd Apatow,Leslie Mann,2
2429,Duncan Jones,Jake Gyllenhaal,1
2430,Duncan Jones,Michelle Monaghan,1
2431,Duncan Jones,Vera Farmiga,1
2432,Duncan Jones,Jeffrey Wright,1
2433,John Hillcoat,Tom Hardy,1
2434,John Hillcoat,Shia LaBeouf,1
2435,John Hillcoat,Guy Pearce,1
2436,John Hillcoat,Jason Clarke,1
2437,Levan Gabriadze,Heather Sossaman,1
2438,Levan Gabriadze,Matthew Bohrer,1
2439,Levan Gabriadze,Courtney Halverson,1
2440,Levan Gabriadze,Shelley Hennig,1
2441,Jon Hurwitz,Jason Biggs,1
2442,Jon Hurwitz,Alyson Hannigan,1
2443,Jon Hurwitz,Seann William Scott,1
2444,Jon Hurwitz,Chris Klein,1
2445,Gabriele Muccino,Will Smith,2
2446,Gabriele Muccino,Thandie Newton,1
2447,Gabriele Muccino,Jaden Smith,1
2448,Gabriele Muccino,Brian Howe,1
2449,Damián Szifron,Darío Grandinetti,1
2450,Damián Szifron,María Marull,1
2451,Damián Szifron,Mónica Villa,1
2452,Damián Szifron,Rita Cortese,1
2453,Frank Coraci,Terry Crews,1
2454,Frank Coraci,Jorge Garcia,1
2455,Frank Coraci,Taylor Lautner,1
2456,François Ozon,Pierre Niney,1
2457,François Ozon,Paula Beer,1
2458,François Ozon,Ernst Stötzner,1
2459,François Ozon,Marie Gruber,1
2460,Henry Joost,Sofia Black-D'Elia,1
2461,Henry Joost,Analeigh Tipton,1
2462,Henry Joost,Travis Tope,1
2463,Henry Joost,Michael Kelly,1
2464,Clint Eastwood,Clint Eastwood,1
2465,Clint Eastwood,Bee Vang,1
2466,Clint Eastwood,Christopher Carley,1
2467,Clint Eastwood,Ahney Her,1
2468,John Wells,Bradley Cooper,1
2469,John Wells,Sienna Miller,1
2470,John Wells,Daniel Brühl,1
2471,John Wells,Riccardo Scamarcio,1
2472,Jonathan Holbrook,Dan Crisafulli,1
2473,Jonathan Holbrook,Kay Whitney,1
2474,Jonathan Holbrook,Richard Garcia,1
2475,Jonathan Holbrook,Pat Cashman,1
2476,Julia Leigh,Emily Browning,1
2477,Julia Leigh,Rachael Blake,1
2478,Julia Leigh,Ewen Leslie,1
2479,Julia Leigh,Bridgette Barrett,1
2480,Mark Waters,Zoey Deutch,1
2481,Mark Waters,Lucy Fry,1
2482,Mark Waters,Danila Kozlovsky,1
2483,Mark Waters,Gabriel Byrne,1
2484,Tim Burton,Alan Rickman,1
2485,Tim Burton,Timothy Spall,1
2486,Afonso Poyart,Anthony Hopkins,1
2487,Afonso Poyart,Jeffrey Dean Morgan,1
2488,Afonso Poyart,Abbie Cornish,1
2489,Afonso Poyart,Colin Farrell,1
2490,James Wan,Rose Byrne,1
2491,James Wan,Ty Simpkins,1
2492,James Wan,Lin Shaye,1
2493,Akiva Schaffer,Andy Samberg,1
2494,Akiva Schaffer,Jorma Taccone,1
2495,Akiva Schaffer,Akiva Schaffer,1
2496,Akiva Schaffer,Sarah Silverman,1
2497,Hope Dickson Leach,Ellie Kendrick,1
2498,Hope Dickson Leach,David Troughton,1
2499,Hope Dickson Leach,Jack Holden,1
2500,Hope Dickson Leach,Joe Blakemore,1
2501,Michael Mann,Christian Bale,1
2502,Michael Mann,Johnny Depp,1
2503,Michael Mann,Christian Stolte,1
2504,Michael Mann,Jason Clarke,1
2505,Richard Linklater,Ellar Coltrane,1
2506,Richard Linklater,Patricia Arquette,1
2507,Richard Linklater,Ethan Hawke,1
2508,Richard Linklater,Elijah Smith,1
2509,Jonathan Liebesman,Megan Fox,1
2510,Jonathan Liebesman,Will Arnett,1
2511,Jonathan Liebesman,William Fichtner,1
2512,Jonathan Liebesman,Noel Fisher,1
2513,David Cronenberg,Naomi Watts,1
2514,David Cronenberg,Viggo Mortensen,1
2515,David Cronenberg,Armin Mueller-Stahl,1
2516,David Cronenberg,Josef Altin,1
2517,Simon Stone,Geoffrey Rush,1
2518,Simon Stone,Nicholas Hope,1
2519,Simon Stone,Sam Neill,1
2520,Simon Stone,Ewen Leslie,1
2521,David Gordon Green,Seth Rogen,1
2522,David Gordon Green,James Franco,2
2523,David Gordon Green,Gary Cole,1
2524,David Gordon Green,Danny McBride,2
2525,Jon Kasdan,Dylan O'Brien,1
2526,Jon Kasdan,Britt Robertson,1
2527,Jon Kasdan,Victoria Justice,1
2528,Jon Kasdan,James Frecheville,1
2529,Ben Affleck,Morgan Freeman,1
2530,Ben Affleck,Ed Harris,1
2531,Ben Affleck,Casey Affleck,1
2532,Ben Affleck,Michelle Monaghan,1
2533,Paul Feig,Sandra Bullock,1
2534,Paul Feig,Michael McDonald,1
2535,Paul Feig,Demián Bichir,1
2536,Mia Hansen-Løve,Isabelle Huppert,1
2537,Mia Hansen-Løve,André Marcon,1
2538,Mia Hansen-Løve,Roman Kolinka,1
2539,Mia Hansen-Løve,Edith Scob,1
2540,Joe Wright,Jude Law,1
